DRXFCSD	Main.food.description	Old.Main.food.description	ModCode	FoodID
WATER, TAP	Water_tap	Water, tap	0	94000100.0
BREAD, WHEAT OR CRACKED WHEAT	Bread_wheat_or_cracked_wheat	Bread, wheat or cracked wheat	0	51301010.0
PEANUT BUTTER	Peanut_butter	Peanut butter	0	42202000.0
MILK, LOW FAT (1_)	Milk_low_fat_1_	Milk, low fat (1_)	0	11112210.0
BANANA, RAW	Banana_raw	Banana, raw	0	63107010.0
TEA, HOT, LEAF, GREEN	Tea_hot_leaf_green	Tea, hot, leaf, green	0	92303010.0
HONEY	Honey	Honey	0	91302010.0
WATERMELON, RAW	Watermelon_raw	Watermelon, raw	0	63149010.0
GRAPES, RAW, NS AS TO TYPE	Grapes_raw_NS_as_to_type	Grapes, raw, NS as to type	0	63123000.0
FRUIT JUICE BLEND, 100_ JUICE	Fruit_juice_blend_100_juice	Fruit juice blend, 100_ juice	0	64100110.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
PORK SAUSAGE	Pork_sausage	Pork sausage	0	25221405.0
EGG OMELET OR SCRAMBLED EGG, WITH CHEESE AND VEGETABLES OTHE	Egg_omelet_or_scrambled_egg_with_cheese_and_vegetables_other_than_dark_green_and_or_tomatoes_fat_added_in_cooking	Egg omelet or scrambled egg, with cheese and vegetables other than dark green and_or tomatoes, fat added in cooking	0	32130690.0
CHILES RELLENOS, CHEESE-FILLED	Chiles_rellenos_cheese_filled	Chiles rellenos, cheese-filled	0	75410500.0
ENCHILADA WITH MEAT, RED-CHILE OR ENCHILADA SAUCE	Enchilada_with_meat_red_chile_or_enchilada_sauce	Enchilada with meat, red-chile or enchilada sauce	0	58100530.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
SOFT DRINK, COLA	Soft_drink_cola	Soft drink, cola	0	92410310.0
POTATO, MASHED, FROM RESTAURANT	Potato_mashed_from_restaurant	Potato, mashed, from restaurant	0	71501016.0
CHEESE, NFS	Cheese_NFS	Cheese, NFS	0	14010000.0
REFRIED BEANS, FROM RESTAURANT	Refried_beans_from_restaurant	Refried beans, from restaurant	0	41205017.0
PIE, CHERRY, TWO CRUST	Pie_cherry_two_crust	Pie, cherry, two crust	0	53305000.0
ICE CREAM, REGULAR, FLAVORS OTHER THAN CHOCOLATE	Ice_cream_regular_flavors_other_than_chocolate	Ice cream, regular, flavors other than chocolate	0	13110100.0
FRANKFURTER OR HOT DOG SANDWICH, REDUCED FAT OR LIGHT, PLAIN	Frankfurter_or_hot_dog_sandwich_reduced_fat_or_light_plain_on_whole_wheat_bread	Frankfurter or hot dog sandwich, reduced fat or light, plain, on whole wheat bread	0	27564330.0
MUSTARD	Mustard	Mustard	0	75506010.0
CUCUMBER PICKLES, RELISH	Cucumber_pickles_relish	Cucumber pickles, relish	0	75503020.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
CALZONE, WITH MEAT AND CHEESE	Calzone_with_meat_and_cheese	Calzone, with meat and cheese	0	58108010.0
WINE, TABLE, RED	Wine_table_red	Wine, table, red	0	93401010.0
TEA, ICED, BREWED, BLACK, UNSWEETENED	Tea_iced_brewed_black_unsweetened	Tea, iced, brewed, black, unsweetened	0	92308020.0
SUGAR SUBSTITUTE, SUCRALOSE, POWDER	Sugar_substitute_sucralose_powder	Sugar substitute, sucralose, powder	0	91107000.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
EGG, WHOLE, FRIED WITH MARGARINE	Egg_whole_fried_with_margarine	Egg, whole, fried with margarine	0	31105020.0
BREAD, WHOLE WHEAT, TOASTED	Bread_whole_wheat_toasted	Bread, whole wheat, toasted	0	51300120.0
MARGARINE-LIKE SPREAD, TUB, SALTED	Margarine_like_spread_tub_salted	Margarine-like spread, tub, salted	0	81103080.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
BEER	Beer	Beer	0	93101000.0
BREAD, WHITE	Bread_white	Bread, white	0	51101000.0
BUTTER, STICK, SALTED	Butter_stick_salted	Butter, stick, salted	0	81101000.0
BEEF AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND_OR DARK	Beef_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_no_potatoes_no_sauce	Beef and vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, no sauce	0	27410210.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
COFFEE, INSTANT, PRE-SWEETENED WITH SUGAR, RECONSTITUTED	Coffee_instant_pre_sweetened_with_sugar_reconstituted	Coffee, instant, pre-sweetened with sugar, reconstituted	0	92121010.0
COFFEE, INSTANT, PRE-SWEETENED WITH SUGAR, RECONSTITUTED	Coffee_instant_pre_sweetened_with_sugar_reconstituted	Coffee, instant, pre-sweetened with sugar, reconstituted	0	92121010.0
BREAD, WHITE	Bread_white	Bread, white	0	51101000.0
CHEESE, AMERICAN	Cheese_American	Cheese, American	0	14410110.0
TEA, HOT, LEAF, BLACK	Tea_hot_leaf_black	Tea, hot, leaf, black	0	92302000.0
SUGAR, WHITE, GRANULATED OR LUMP	Sugar_white_granulated_or_lump	Sugar, white, granulated or lump	0	91101010.0
BEEF WITH GRAVY	Beef_with_gravy	Beef with gravy	0	27112000.0
RICE, BROWN, COOKED, FAT NOT ADDED IN COOKING	Rice_brown_cooked_fat_not_added_in_cooking	Rice, brown, cooked, fat not added in cooking	0	56205018.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
CHICKEN CURRY	Chicken_curry	Chicken curry	0	27146150.0
RICE, COOKED, NFS	Rice_cooked_NFS	Rice, cooked, NFS	0	56205000.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
SUGAR, WHITE, GRANULATED OR LUMP	Sugar_white_granulated_or_lump	Sugar, white, granulated or lump	0	91101010.0
RICE, COOKED, NFS	Rice_cooked_NFS	Rice, cooked, NFS	0	56205000.0
CHICKEN OR TURKEY AND VEGETABLES EXCLUDING CARROTS, BROCCOLI	Chicken_or_turkey_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_potatoes_no_sauce	Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce	0	27440120.0
STARCHY VEGETABLES, INCLUDING TANNIER, WHITE SWEET POTATO AN	Starchy_vegetables_including_tannier_white_sweet_potato_and_yam_no_plantain_Puerto_Rican_style	Starchy vegetables, including tannier, white sweet potato and yam, no plantain, Puerto Rican style	0	71970130.0
SPAGHETTI SAUCE	Spaghetti_sauce	Spaghetti sauce	0	74404010.0
CROAKER, BAKED OR BROILED, FAT ADDED IN COOKING	Croaker_baked_or_broiled_fat_added_in_cooking	Croaker, baked or broiled, fat added in cooking	0	26111120.0
TOMATOES, RED, FROM FRESH, FRIED	Tomatoes_red_from_fresh_fried	Tomatoes, red, from fresh, fried	0	74202051.0
CHICKEN BREAST, GRILLED WITHOUT SAUCE, SKIN NOT EATEN	Chicken_breast_grilled_without_sauce_skin_not_eaten	Chicken breast, grilled without sauce, skin not eaten	0	24123301.0
RICE PILAF	Rice_pilaf	Rice pilaf	0	58162310.0
ROLL, WHITE, SOFT	Roll_white_soft	Roll, white, soft	0	51150000.0
MARGARINE-LIKE SPREAD, TUB, SALTED	Margarine_like_spread_tub_salted	Margarine-like spread, tub, salted	0	81103080.0
FROZEN MARGARITA	Frozen_margarita	Frozen margarita	0	93301510.0
MUSHROOMS, BATTER-DIPPED, FRIED	Mushrooms_batter_dipped_fried	Mushrooms, batter-dipped, fried	0	75414030.0
TURKEY, DRUMSTICK, ROASTED, SKIN EATEN	Turkey_drumstick_roasted_skin_eaten	Turkey, drumstick, roasted, skin eaten	0	24202070.0
MEAT LOAF MADE WITH BEEF, WITH TOMATO-BASED SAUCE	Meat_loaf_made_with_beef_with_tomato_based_sauce	Meat loaf made with beef, with tomato-based sauce	0	27214110.0
CABBAGE SALAD OR COLESLAW, MADE WITH LIGHT ITALIAN DRESSING	Cabbage_salad_or_coleslaw_made_with_light_Italian_dressing	Cabbage salad or coleslaw, made with light Italian dressing	0	75141025.0
CARBONATED WATER, UNSWEETENED	Carbonated_water_unsweetened	Carbonated water, unsweetened	0	92410210.0
TURKEY, DRUMSTICK, ROASTED, SKIN EATEN	Turkey_drumstick_roasted_skin_eaten	Turkey, drumstick, roasted, skin eaten	0	24202070.0
COFFEE, INSTANT, RECONSTITUTED	Coffee_instant_reconstituted	Coffee, instant, reconstituted	0	92103000.0
MILK, REDUCED FAT (2_)	Milk_reduced_fat_2_	Milk, reduced fat (2_)	0	11112110.0
CHICKEN BREAST, GRILLED WITH SAUCE, SKIN NOT EATEN	Chicken_breast_grilled_with_sauce_skin_not_eaten	Chicken breast, grilled with sauce, skin not eaten	0	24123311.0
MIXED VEGETABLES, COOKED, NS AS TO FORM, FAT NOT ADDED IN CO	Mixed_vegetables_cooked_NS_as_to_form_fat_not_added_in_cooking	Mixed vegetables, cooked, NS as to form, fat not added in cooking	0	75311010.0
BURRITO, TACO, OR QUESADILLA WITH EGG	Burrito_taco_or_quesadilla_with_egg	Burrito, taco, or quesadilla with egg	0	58100000.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
CREAM, HALF AND HALF	Cream_half_and_half	Cream, half and half	0	12120100.0
COFFEE, INSTANT, RECONSTITUTED	Coffee_instant_reconstituted	Coffee, instant, reconstituted	0	92103000.0
COFFEE CREAMER, POWDER, FAT FREE	Coffee_creamer_powder_fat_free	Coffee creamer, powder, fat free	0	12210430.0
COFFEE, INSTANT, RECONSTITUTED	Coffee_instant_reconstituted	Coffee, instant, reconstituted	0	92103000.0
COFFEE CREAMER, POWDER, FAT FREE	Coffee_creamer_powder_fat_free	Coffee creamer, powder, fat free	0	12210430.0
COFFEE, INSTANT, RECONSTITUTED	Coffee_instant_reconstituted	Coffee, instant, reconstituted	0	92103000.0
COFFEE CREAMER, POWDER, FAT FREE	Coffee_creamer_powder_fat_free	Coffee creamer, powder, fat free	0	12210430.0
CARBONATED WATER, UNSWEETENED	Carbonated_water_unsweetened	Carbonated water, unsweetened	0	92410210.0
TOMATOES, COOKED, FROM FRESH, NS AS TO METHOD	Tomatoes_cooked_from_fresh_NS_as_to_method	Tomatoes, cooked, from fresh, NS as to method	0	74201001.0
AVOCADO, RAW	Avocado_raw	Avocado, raw	0	63105010.0
SPINACH, COOKED, FROM FRESH, FAT NOT ADDED IN COOKING	Spinach_cooked_from_fresh_fat_not_added_in_cooking	Spinach, cooked, from fresh, fat not added in cooking	0	72125211.0
SWEET POTATO, CASSEROLE OR MASHED	Sweet_potato_casserole_or_mashed	Sweet potato, casserole or mashed	0	73409000.0
TORTILLA CHIPS, REDUCED FAT, PLAIN	Tortilla_chips_reduced_fat_plain	Tortilla chips, reduced fat, plain	0	54401121.0
COFFEE, INSTANT, RECONSTITUTED	Coffee_instant_reconstituted	Coffee, instant, reconstituted	0	92103000.0
COFFEE CREAMER, POWDER, FAT FREE	Coffee_creamer_powder_fat_free	Coffee creamer, powder, fat free	0	12210430.0
MIXED VEGETABLES, COOKED, FROM CANNED, FAT NOT ADDED IN COOK	Mixed_vegetables_cooked_from_canned_fat_not_added_in_cooking	Mixed vegetables, cooked, from canned, fat not added in cooking	0	75311013.0
CHICKEN DRUMSTICK, NS AS TO COOKING METHOD, SKIN EATEN	Chicken_drumstick_NS_as_to_cooking_method_skin_eaten	Chicken drumstick, NS as to cooking method, skin eaten	0	24140210.0
CHICKEN THIGH, NS AS TO COOKING METHOD, SKIN EATEN	Chicken_thigh_NS_as_to_cooking_method_skin_eaten	Chicken thigh, NS as to cooking method, skin eaten	0	24150210.0
POTATO, MASHED, FROM DRY MIX, MADE WITH MILK, WITH CHEESE	Potato_mashed_from_dry_mix_made_with_milk_with_cheese	Potato, mashed, from dry mix, made with milk, with cheese	0	71501045.0
BAKLAVA	Baklava	Baklava	0	53441110.0
CARBONATED WATER, UNSWEETENED	Carbonated_water_unsweetened	Carbonated water, unsweetened	0	92410210.0
CARBONATED WATER, UNSWEETENED	Carbonated_water_unsweetened	Carbonated water, unsweetened	0	92410210.0
FRANKFURTER OR HOT DOG SANDWICH, WITH CHILI, ON WHITE BUN	Frankfurter_or_hot_dog_sandwich_with_chili_on_white_bun	Frankfurter or hot dog sandwich, with chili, on white bun	0	27564440.0
CRACKERS, SANDWICH, PEANUT BUTTER FILLED (RITZ)	Crackers_sandwich_peanut_butter_filled_Ritz_	Crackers, sandwich, peanut butter filled (Ritz)	0	54328105.0
POTATO, BOILED, FROM FRESH, PEEL EATEN, MADE WITH MARGARINE	Potato_boiled_from_fresh_peel_eaten_made_with_margarine	Potato, boiled, from fresh, peel eaten, made with margarine	0	71103150.0
MUSTARD	Mustard	Mustard	0	75506010.0
SOFT DRINK, COLA, DIET	Soft_drink_cola_diet	Soft drink, cola, diet	0	92410320.0
BEEF, ROAST, ROASTED, LEAN ONLY EATEN	Beef_roast_roasted_lean_only_eaten	Beef, roast, roasted, lean only eaten	0	21401120.0
SOFT DRINK, FRUIT FLAVORED, CAFFEINE CONTAINING, DIET	Soft_drink_fruit_flavored_caffeine_containing_diet	Soft drink, fruit flavored, caffeine containing, diet	0	92410560.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
SOFT DRINK, FRUIT FLAVORED, DIET, CAFFEINE FREE	Soft_drink_fruit_flavored_diet_caffeine_free	Soft drink, fruit flavored, diet, caffeine free	0	92410520.0
MEAT LOAF MADE WITH BEEF, WITH TOMATO-BASED SAUCE	Meat_loaf_made_with_beef_with_tomato_based_sauce	Meat loaf made with beef, with tomato-based sauce	0	27214110.0
TOMATO CATSUP	Tomato_catsup	Tomato catsup	0	74401010.0
POTATO, HASH BROWN, FROM RESTAURANT	Potato_hash_brown_from_restaurant	Potato, hash brown, from restaurant	0	71404030.0
APPLE, BAKED, WITH SUGAR	Apple_baked_with_sugar	Apple, baked, with sugar	0	63101330.0
PINTO, CALICO, OR RED MEXICAN BEANS, DRY, COOKED, NS AS TO F	Pinto_calico_or_red_Mexican_beans_dry_cooked_NS_as_to_fat_added_in_cooking	Pinto, calico, or red Mexican beans, dry, cooked, NS as to fat added in cooking	0	41104000.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
CRACKERS, CHEESE (GOLDFISH)	Crackers_cheese_Goldfish_	Crackers, cheese (Goldfish)	0	54304020.0
SOFT DRINK, FRUIT FLAVORED, DIET, CAFFEINE FREE	Soft_drink_fruit_flavored_diet_caffeine_free	Soft drink, fruit flavored, diet, caffeine free	0	92410520.0
EGG SALAD, MADE WITH MAYONNAISE	Egg_salad_made_with_mayonnaise	Egg salad, made with mayonnaise	0	32103000.0
BREAD, WHEAT OR CRACKED WHEAT	Bread_wheat_or_cracked_wheat	Bread, wheat or cracked wheat	0	51301010.0
SOFT DRINK, COLA, DIET	Soft_drink_cola_diet	Soft drink, cola, diet	0	92410320.0
BREAD, WHEAT OR CRACKED WHEAT	Bread_wheat_or_cracked_wheat	Bread, wheat or cracked wheat	0	51301010.0
HAM, PREPACKAGED OR DELI, LUNCHEON MEAT	Ham_prepackaged_or_deli_luncheon_meat	Ham, prepackaged or deli, luncheon meat	0	25230210.0
TURKEY, PREPACKAGED OR DELI, LUNCHEON MEAT	Turkey_prepackaged_or_deli_luncheon_meat	Turkey, prepackaged or deli, luncheon meat	0	25230780.0
PORK BACON, NS AS TO FRESH, SMOKED OR CURED, COOKED	Pork_bacon_NS_as_to_fresh_smoked_or_cured_cooked	Pork bacon, NS as to fresh, smoked or cured, cooked	0	22600200.0
MAYONNAISE, REGULAR	Mayonnaise_regular	Mayonnaise, regular	0	83107000.0
LETTUCE, RAW	Lettuce_raw	Lettuce, raw	0	75113000.0
TOMATOES, RAW	Tomatoes_raw	Tomatoes, raw	0	74101000.0
CHEESE, AMERICAN	Cheese_American	Cheese, American	0	14410110.0
CANTALOUPE, RAW	Cantaloupe_raw	Cantaloupe, raw	0	63109010.0
HONEYDEW MELON, RAW	Honeydew_melon_raw	Honeydew melon, raw	0	63127010.0
GRAPES, RAW, NS AS TO TYPE	Grapes_raw_NS_as_to_type	Grapes, raw, NS as to type	0	63123000.0
PINEAPPLE, RAW	Pineapple_raw	Pineapple, raw	0	63141010.0
SOFT DRINK, COLA, DIET	Soft_drink_cola_diet	Soft drink, cola, diet	0	92410320.0
CARROTS, COOKED, FROM FRESH, FAT NOT ADDED IN COOKING	Carrots_cooked_from_fresh_fat_not_added_in_cooking	Carrots, cooked, from fresh, fat not added in cooking	0	73102211.0
TEA, ICED, BREWED, BLACK, UNSWEETENED	Tea_iced_brewed_black_unsweetened	Tea, iced, brewed, black, unsweetened	0	92308020.0
SUGAR SUBSTITUTE, SUCRALOSE, POWDER	Sugar_substitute_sucralose_powder	Sugar substitute, sucralose, powder	0	91107000.0
CHEESE FLAVORED CORN SNACKS (CHEETOS)	Cheese_flavored_corn_snacks_Cheetos_	Cheese flavored corn snacks (Cheetos)	0	54401081.0
WATERMELON, RAW	Watermelon_raw	Watermelon, raw	0	63149010.0
SUGAR, WHITE, GRANULATED OR LUMP	Sugar_white_granulated_or_lump	Sugar, white, granulated or lump	0	91101010.0
COOKIE, ANIMAL	Cookie_animal	Cookie, animal	0	53240000.0
SOFT TACO WITH BEANS	Soft_taco_with_beans	Soft taco with beans	0	58101610.0
SOFT DRINK, FRUIT FLAVORED, CAFFEINE FREE	Soft_drink_fruit_flavored_caffeine_free	Soft drink, fruit flavored, caffeine free	0	92410510.0
COFFEE, INSTANT, DECAFFEINATED, RECONSTITUTED	Coffee_instant_decaffeinated_reconstituted	Coffee, instant, decaffeinated, reconstituted	0	92114000.0
COFFEE, INSTANT, DECAFFEINATED, RECONSTITUTED	Coffee_instant_decaffeinated_reconstituted	Coffee, instant, decaffeinated, reconstituted	0	92114000.0
SUGAR, WHITE, GRANULATED OR LUMP	Sugar_white_granulated_or_lump	Sugar, white, granulated or lump	0	91101010.0
COOKIE, BUTTER OR SUGAR	Cookie_butter_or_sugar	Cookie, butter or sugar	0	53241500.0
TORTILLA, FLOUR	Tortilla_flour	Tortilla, flour	0	52215200.0
POTATO, NFS	Potato_NFS	Potato, NFS	0	71000100.0
SOFT DRINK, FRUIT FLAVORED, CAFFEINE FREE	Soft_drink_fruit_flavored_caffeine_free	Soft drink, fruit flavored, caffeine free	0	92410510.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
PINTO, CALICO, OR RED MEXICAN BEANS, DRY, COOKED, MADE WITH	Pinto_calico_or_red_Mexican_beans_dry_cooked_made_with_oil	Pinto, calico, or red Mexican beans, dry, cooked, made with oil	0	41104011.0
BEEF STEAK, FRIED, LEAN ONLY EATEN	Beef_steak_fried_lean_only_eaten	Beef steak, fried, lean only eaten	0	21102130.0
SOFT DRINK, FRUIT FLAVORED, CAFFEINE FREE	Soft_drink_fruit_flavored_caffeine_free	Soft drink, fruit flavored, caffeine free	0	92410510.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
COOKIE, BUTTER OR SUGAR	Cookie_butter_or_sugar	Cookie, butter or sugar	0	53241500.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
CEREAL (KELLOGG_S CORN FLAKES)	Cereal_Kellogg_s_Corn_Flakes_	Cereal (Kellogg_s Corn Flakes)	0	57135000.0
MILK, REDUCED FAT (2_)	Milk_reduced_fat_2_	Milk, reduced fat (2_)	0	11112110.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
TORTILLA, CORN	Tortilla_corn	Tortilla, corn	0	52215100.0
SOFT DRINK, FRUIT FLAVORED, CAFFEINE FREE	Soft_drink_fruit_flavored_caffeine_free	Soft drink, fruit flavored, caffeine free	0	92410510.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
PINTO, CALICO, OR RED MEXICAN BEANS, DRY, COOKED, MADE WITH	Pinto_calico_or_red_Mexican_beans_dry_cooked_made_with_oil	Pinto, calico, or red Mexican beans, dry, cooked, made with oil	0	41104011.0
PINTO, CALICO, OR RED MEXICAN BEANS, DRY, COOKED, MADE WITH	Pinto_calico_or_red_Mexican_beans_dry_cooked_made_with_oil	Pinto, calico, or red Mexican beans, dry, cooked, made with oil	0	41104011.0
SOFT DRINK, FRUIT FLAVORED, CAFFEINE FREE	Soft_drink_fruit_flavored_caffeine_free	Soft drink, fruit flavored, caffeine free	0	92410510.0
COOKIE, ANIMAL	Cookie_animal	Cookie, animal	0	53240000.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
EGG WHITE OMELET, SCRAMBLED, OR FRIED, MADE WITH OIL	Egg_white_omelet_scrambled_or_fried_made_with_oil	Egg white omelet, scrambled, or fried, made with oil	0	32400065.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
COOKIE, FIG BAR	Cookie_fig_bar	Cookie, fig bar	0	53220030.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
CEREAL (GENERAL MILLS CHEERIOS BERRY BURST)	Cereal_General_Mills_Cheerios_Berry_Burst_	Cereal (General Mills Cheerios Berry Burst)	0	57106260.0
BANANA, RAW	Banana_raw	Banana, raw	0	63107010.0
MILK, REDUCED FAT (2_)	Milk_reduced_fat_2_	Milk, reduced fat (2_)	0	11112110.0
BLUEBERRIES, RAW	Blueberries_raw	Blueberries, raw	0	63203010.0
STRAWBERRIES, RAW	Strawberries_raw	Strawberries, raw	0	63223020.0
CHEESEBURGER, 1 MEDIUM PATTY, WITH CONDIMENTS, ON BUN, FROM	Cheeseburger_1_medium_patty_with_condiments_on_bun_from_fast_food_restaurant_McDonald_s_Quarter_Pounder_with_cheese_	Cheeseburger, 1 medium patty, with condiments, on bun, from fast food _ restaurant (McDonald_s Quarter Pounder with cheese)	0	27510232.0
POTATO, FRENCH FRIES, FAST FOOD	Potato_french_fries_fast_food	Potato, french fries, fast food	0	71401030.0
SOFT DRINK, COLA	Soft_drink_cola	Soft drink, cola	0	92410310.0
BEER	Beer	Beer	0	93101000.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
CEREAL (GENERAL MILLS CHEERIOS)	Cereal_General_Mills_Cheerios_	Cereal (General Mills Cheerios)	0	57123000.0
CEREAL (POST HONEY BUNCHES OF OATS WITH ALMONDS)	Cereal_Post_Honey_Bunches_of_Oats_with_Almonds_	Cereal (Post Honey Bunches of Oats with Almonds)	0	57237300.0
GRAHAM CRACKERS	Graham_crackers	Graham crackers	0	54102010.0
MILK, REDUCED FAT (2_)	Milk_reduced_fat_2_	Milk, reduced fat (2_)	0	11112110.0
COOKIE, FIG BAR	Cookie_fig_bar	Cookie, fig bar	0	53220030.0
BLUEBERRIES, RAW	Blueberries_raw	Blueberries, raw	0	63203010.0
RASPBERRIES, RAW, NS AS TO COLOR	Raspberries_raw_NS_as_to_color	Raspberries, raw, NS as to color	0	63219000.0
BLACKBERRIES, RAW	Blackberries_raw	Blackberries, raw	0	63201010.0
MEATBALL AND SPAGHETTI SAUCE SUBMARINE SANDWICH	Meatball_and_spaghetti_sauce_submarine_sandwich	Meatball and spaghetti sauce submarine sandwich	0	27510700.0
CHEESE, NFS	Cheese_NFS	Cheese, NFS	0	14010000.0
SPINACH, RAW	Spinach_raw	Spinach, raw	0	72125100.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
CHEESE FLAVORED CORN SNACKS (CHEETOS)	Cheese_flavored_corn_snacks_Cheetos_	Cheese flavored corn snacks (Cheetos)	0	54401081.0
GRAHAM CRACKERS	Graham_crackers	Graham crackers	0	54102010.0
JAM, PRESERVE, MARMALADE, SWEETENED WITH FRUIT JUICE CONCENT	Jam_preserve_marmalade_sweetened_with_fruit_juice_concentrates_all_flavors	Jam, preserve, marmalade, sweetened with fruit juice concentrates, all flavors	0	91406500.0
PEACH, COOKED OR CANNED, NS AS TO SWEETENED OR UNSWEETENED;	Peach_cooked_or_canned_NS_as_to_sweetened_or_unsweetened_sweetened_NS_as_to_type_of_sweetener	Peach, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener	0	63135110.0
EGG OMELET OR SCRAMBLED EGG, MADE WITH OIL	Egg_omelet_or_scrambled_egg_made_with_oil	Egg omelet or scrambled egg, made with oil	0	32130010.0
PORK BACON, NS AS TO FRESH, SMOKED OR CURED, COOKED	Pork_bacon_NS_as_to_fresh_smoked_or_cured_cooked	Pork bacon, NS as to fresh, smoked or cured, cooked	0	22600200.0
BREAD, WHEAT OR CRACKED WHEAT, MADE FROM HOME RECIPE OR PURC	Bread_wheat_or_cracked_wheat_made_from_home_recipe_or_purchased_at_bakery_toasted	Bread, wheat or cracked wheat, made from home recipe or purchased at bakery, toasted	0	51301050.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
BACON, NS AS TO TYPE OF MEAT, COOKED	Bacon_NS_as_to_type_of_meat_cooked	Bacon, NS as to type of meat, cooked	0	22600100.0
PIE, SWEET POTATO	Pie_sweet_potato	Pie, sweet potato	0	53360000.0
BREAD, WHEAT OR CRACKED WHEAT, TOASTED	Bread_wheat_or_cracked_wheat_toasted	Bread, wheat or cracked wheat, toasted	0	51301020.0
JELLY, ALL FLAVORS	Jelly_all_flavors	Jelly, all flavors	0	91401000.0
BUTTER, WHIPPED, TUB, SALTED	Butter_whipped_tub_salted	Butter, whipped, tub, salted	0	81101010.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
FRUIT JUICE BLEND, 100_ JUICE	Fruit_juice_blend_100_juice	Fruit juice blend, 100_ juice	0	64100110.0
HAM, SMOKED OR CURED, COOKED, LEAN AND FAT EATEN	Ham_smoked_or_cured_cooked_lean_and_fat_eaten	Ham, smoked or cured, cooked, lean and fat eaten	0	22311010.0
TURKEY, LIGHT MEAT, ROASTED, SKIN EATEN	Turkey_light_meat_roasted_skin_eaten	Turkey, light meat, roasted, skin eaten	0	24201130.0
ROLL, WHITE, SOFT	Roll_white_soft	Roll, white, soft	0	51150000.0
BUTTER, WHIPPED, TUB, SALTED	Butter_whipped_tub_salted	Butter, whipped, tub, salted	0	81101010.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
BEANS, STRING, GREEN, AND POTATOES, COOKED, FAT NOT ADDED IN	Beans_string_green_and_potatoes_cooked_fat_not_added_in_cooking	Beans, string, green, and potatoes, cooked, fat not added in cooking	0	75302505.0
EGG OMELET OR SCRAMBLED EGG, WITH CHEESE, MEAT, AND VEGETABL	Egg_omelet_or_scrambled_egg_with_cheese_meat_and_vegetables_other_than_dark_green_and_or_tomatoes_NS_as_to_fat_added_in_cooking	Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and_or tomatoes, NS as to fat added in cooking	0	32131110.0
POTATO, HASH BROWN, FROM FAST FOOD	Potato_hash_brown_from_fast_food	Potato, hash brown, from fast food	0	71404010.0
TURKEY, HAM, AND ROAST BEEF CLUB SANDWICH WITH CHEESE, LETTU	Turkey_ham_and_roast_beef_club_sandwich_with_cheese_lettuce_tomato_and_spread	Turkey, ham, and roast beef club sandwich with cheese, lettuce, tomato, and spread	0	27541001.0
POTATO CHIPS, PLAIN	Potato_chips_plain	Potato chips, plain	0	71200100.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
